split,hbar_s,pfail,label
train,1.248078,0.118726,0
train,1.084270,0.157526,0
train,1.398822,0.090610,0
train,0.486659,0.382050,0
train,1.220684,0.124582,0
train,1.381260,0.093548,0
train,0.706424,0.284829,0
train,1.493126,0.076215,0
train,1.251549,0.118001,1
train,1.025414,0.173794,1
train,1.339835,0.100818,0
train,1.831208,0.040254,0
train,1.204560,0.128144,1
train,1.224466,0.123759,0
train,1.012192,0.177626,0
train,0.895047,0.214486,0
train,1.399101,0.090564,0
train,0.893175,0.215118,0
train,1.171470,0.135726,0
train,1.006703,0.179236,0
train,1.293694,0.109502,0
train,1.250099,0.118303,1
train,1.461262,0.080827,0
train,0.996995,0.182112,0
train,1.069038,0.161614,0
train,0.856371,0.227814,0
train,1.016712,0.176309,1
train,1.263190,0.115598,0
train,1.377097,0.094257,0
train,0.873350,0.221892,0
train,1.410882,0.088641,0
train,1.556691,0.067728,0
train,1.274030,0.113399,0
train,1.713039,0.050450,0
train,0.917863,0.206894,0
train,0.776604,0.257105,0
train,0.616384,0.322905,1
train,1.598813,0.062596,0
train,1.346310,0.099649,0
train,1.133325,0.144932,0
train,1.233991,0.121707,0
train,0.812353,0.243679,0
train,1.883726,0.036384,0
train,1.188766,0.131717,0
train,1.182818,0.133084,0
train,1.367730,0.095869,0
train,1.294303,0.109384,1
train,1.217165,0.125353,0
train,0.912858,0.208542,1
train,1.291441,0.109943,0
train,1.714607,0.050300,0
train,1.553626,0.068116,0
train,1.627956,0.059260,0
train,0.996635,0.182219,0
train,0.853119,0.228961,0
train,1.112264,0.150234,0
train,1.166717,0.136846,0
train,1.478257,0.078336,0
train,0.642261,0.311689,1
train,1.608865,0.061426,0
train,1.102598,0.152720,0
train,1.021936,0.174796,0
train,0.846369,0.231354,0
train,0.653543,0.306866,0
train,1.396951,0.090919,0
train,1.171995,0.135603,0
train,0.763012,0.262334,0
train,0.761476,0.262929,0
train,1.049265,0.167047,1
train,1.650706,0.056772,0
train,1.072123,0.160779,0
train,0.699057,0.287841,1
train,1.076277,0.159661,1
train,1.068183,0.161846,0
train,0.340934,0.452830,0
train,1.133712,0.144836,0
train,1.080720,0.158471,1
train,1.358862,0.097418,0
train,1.704687,0.051257,0
train,1.487970,0.076945,0
train,1.069333,0.161534,0
train,0.818042,0.241587,0
train,1.922008,0.033792,0
train,1.167766,0.136598,1
train,1.154179,0.139837,0
train,1.142762,0.142607,1
train,1.209425,0.127061,0
train,1.106692,0.151663,0
train,0.977901,0.187872,0
train,0.985942,0.185430,0
train,1.140174,0.143242,0
train,0.986973,0.185118,0
train,0.936146,0.200955,0
train,1.181929,0.133290,0
train,1.073507,0.160406,0
train,1.601198,0.062316,0
train,0.354709,0.446009,0
train,1.477452,0.078453,0
train,1.523826,0.072001,0
train,0.527983,0.362726,1
train,1.047194,0.167625,0
train,1.038568,0.170047,0
train,0.727746,0.276217,0
train,0.916655,0.207291,0
train,0.816827,0.242033,0
train,1.675681,0.054154,0
train,1.430704,0.085489,0
train,1.531467,0.070986,0
train,1.366502,0.096082,0
train,0.811284,0.244074,0
train,0.992644,0.183413,0
train,1.296812,0.108895,0
train,0.783362,0.254530,0
train,1.363900,0.096536,0
train,1.077902,0.159225,0
train,1.037554,0.170333,0
train,1.363288,0.096642,0
train,1.283279,0.111551,1
train,1.041710,0.169161,0
train,1.497799,0.075559,0
train,0.825681,0.238798,0
train,1.334781,0.101739,0
train,1.327930,0.102998,0
train,1.057136,0.164867,0
train,1.247840,0.118776,0
train,0.774666,0.257846,0
train,1.427208,0.086037,0
train,1.094529,0.154821,0
train,0.993183,0.183251,1
train,1.464703,0.080317,0
train,0.938697,0.200137,0
train,0.727462,0.276331,0
train,0.683011,0.294468,0
train,1.331803,0.102284,0
train,0.765871,0.261228,0
train,1.676438,0.054077,0
train,0.525421,0.363912,1
train,1.658937,0.055897,0
train,1.213305,0.126202,0
train,1.120986,0.148019,1
train,0.986524,0.185254,0
train,1.269741,0.114265,0
train,1.138710,0.143602,0
train,1.480991,0.077942,0
train,1.184268,0.132750,0
train,1.195091,0.130276,0
train,1.040916,0.169385,0
train,1.132916,0.145033,0
train,1.242341,0.119932,0
train,0.636949,0.313974,0
train,0.745544,0.269154,0
train,1.372979,0.094963,0
train,1.201260,0.128884,0
train,1.094805,0.154749,0
train,1.155530,0.139512,0
train,1.254275,0.117435,0
train,0.988072,0.184787,1
train,0.916509,0.207339,0
train,1.208754,0.127210,0
train,0.856488,0.227773,1
train,1.272476,0.113712,0
train,0.639225,0.312994,0
train,1.458747,0.081202,0
train,1.291779,0.109877,0
train,1.226809,0.123252,0
train,1.444807,0.083308,0
train,1.649642,0.056886,0
train,1.454311,0.081867,0
train,0.597738,0.331117,1
train,0.766127,0.261129,0
train,0.962554,0.192603,0
train,1.157827,0.138961,1
train,1.305298,0.107259,0
train,0.932277,0.202201,0
train,1.206030,0.127816,1
train,0.923385,0.205087,0
train,0.966545,0.191365,0
train,0.728002,0.276115,0
train,0.873030,0.222003,0
train,0.744495,0.269567,1
train,0.857238,0.227509,0
train,1.466093,0.080112,1
train,0.865180,0.224728,0
train,1.939715,0.032654,0
train,1.297995,0.108666,0
train,1.205451,0.127945,0
train,0.892493,0.215349,0
train,1.360093,0.097202,0
train,0.977309,0.188053,0
train,1.186603,0.132213,0
train,1.918025,0.034053,0
train,1.121182,0.147969,0
train,1.494782,0.075982,0
train,0.939047,0.200024,0
train,1.139503,0.143407,0
train,1.681240,0.053587,0
train,0.961910,0.192804,0
train,1.693735,0.052334,0
train,1.362326,0.096811,0
train,0.981260,0.186849,1
train,1.339722,0.100838,0
train,1.441766,0.083774,0
train,1.336543,0.101417,0
train,0.678933,0.296166,0
train,0.931859,0.202336,1
train,1.075744,0.159804,0
train,1.127670,0.146340,0
train,1.336202,0.101479,0
train,1.203310,0.128424,0
train,0.749397,0.267640,0
train,1.264059,0.115420,0
train,1.333176,0.102033,0
train,1.317937,0.104861,0
train,1.474234,0.078920,0
train,1.400177,0.090387,0
train,1.287754,0.110667,0
train,1.128950,0.146020,1
train,0.651712,0.307646,1
train,1.278885,0.112426,0
train,1.212306,0.126422,0
train,1.231474,0.122247,1
train,0.766975,0.260802,0
train,0.825683,0.238797,0
train,1.465946,0.080134,0
train,1.138133,0.143744,0
train,1.354450,0.098197,0
train,1.158496,0.138801,0
train,1.158927,0.138698,0
train,1.431485,0.085366,0
train,0.995187,0.182652,0
train,1.178836,0.134006,0
train,1.011317,0.177882,0
train,1.019651,0.175456,1
train,1.057248,0.164836,0
train,1.216640,0.125468,0
train,1.006375,0.179333,0
train,1.526727,0.071614,0
train,0.881618,0.219049,0
train,1.093939,0.154975,1
train,1.018081,0.175911,0
train,1.584093,0.064347,0
train,1.208966,0.127162,0
train,1.459553,0.081082,0
train,0.704332,0.285682,0
train,1.230115,0.122539,1
train,1.416889,0.087675,0
train,1.174685,0.134973,0
train,1.469644,0.079590,0
train,0.994813,0.182763,0
train,1.572804,0.065720,0
train,1.839669,0.039605,0
train,1.041148,0.169319,0
train,1.016349,0.176414,0
train,1.586015,0.064115,0
train,1.623872,0.059717,0
train,0.993142,0.183263,1
train,1.023944,0.174217,0
train,1.065465,0.162585,0
train,0.746665,0.268713,0
train,0.874404,0.221528,0
train,0.848758,0.230505,0
train,0.919661,0.206304,0
train,1.139595,0.143384,0
train,1.220264,0.124674,0
train,1.615150,0.060705,0
train,0.850494,0.229889,1
train,1.445297,0.083233,0
train,1.085803,0.157119,0
train,1.135161,0.144477,0
train,1.352446,0.098553,0
train,0.813183,0.243373,0
train,1.264723,0.115285,1
train,1.199936,0.129182,1
train,1.297735,0.108716,0
train,1.236751,0.121118,1
train,1.886590,0.036184,1
train,0.958678,0.193812,1
train,0.990701,0.183996,1
train,0.963058,0.192447,0
train,0.983357,0.186212,0
train,0.958784,0.193779,0
train,1.506705,0.074324,0
train,1.576151,0.065310,1
train,0.978776,0.187606,0
train,0.900293,0.212723,1
train,1.291425,0.109946,0
train,0.984333,0.185917,1
train,1.339880,0.100810,1
train,1.210877,0.126739,0
train,0.695277,0.289394,0
train,1.614252,0.060807,0
train,1.688763,0.052829,0
train,0.966163,0.191483,0
train,1.033690,0.171429,0
train,1.235760,0.121329,0
train,1.250337,0.118254,0
train,1.347563,0.099425,0
train,1.753061,0.046749,0
train,1.096916,0.154197,0
train,0.910511,0.209319,0
train,0.736204,0.272847,1
train,0.930721,0.202704,0
train,1.140062,0.143269,0
train,1.688367,0.052869,0
train,0.994717,0.182792,1
train,1.217136,0.125359,0
train,1.145073,0.142043,0
train,1.506518,0.074349,0
train,1.908080,0.034713,0
train,0.990739,0.183984,0
train,1.003168,0.180279,0
train,1.463248,0.080533,1
train,1.354567,0.098177,0
train,1.704012,0.051323,0
train,1.325178,0.103508,0
train,1.042212,0.169020,0
train,1.327196,0.103134,0
train,1.482611,0.077710,0
train,1.396145,0.091052,1
train,1.302182,0.107857,1
train,1.470002,0.079537,0
train,1.500789,0.075142,0
train,1.564648,0.066730,0
train,1.344613,0.099955,1
train,1.099865,0.153429,1
train,1.194014,0.130521,0
train,1.511953,0.073604,0
train,0.904919,0.211177,0
train,1.260602,0.116129,0
train,1.031998,0.171910,0
train,1.158623,0.138770,0
train,1.533536,0.070713,0
train,1.207330,0.127526,0
train,1.163931,0.137506,0
train,0.742043,0.270534,1
train,1.373876,0.094808,0
train,1.343645,0.100129,0
train,1.798976,0.042821,0
train,1.057667,0.164721,0
train,1.215745,0.125664,0
train,1.224815,0.123684,0
train,1.623236,0.059789,0
train,1.121411,0.147912,0
train,1.233706,0.121768,0
train,1.332369,0.102181,0
train,1.205983,0.127827,0
train,1.016070,0.176495,0
train,1.208227,0.127327,0
train,1.472090,0.079232,0
train,0.842045,0.232896,0
train,1.189891,0.131460,0
train,0.939964,0.199731,1
train,1.508514,0.074075,0
train,0.693044,0.290314,0
train,0.982323,0.186526,1
train,1.263164,0.115603,0
train,1.619657,0.060192,0
train,1.130275,0.145690,0
train,0.983440,0.186187,0
train,1.714347,0.050325,0
train,0.715596,0.281105,0
train,0.490358,0.380304,0
train,1.282004,0.111804,0
train,0.999384,0.181401,1
train,0.843630,0.232330,0
train,1.362507,0.096779,0
train,1.223140,0.124047,0
train,0.980776,0.186996,0
train,0.765909,0.261214,0
train,1.411737,0.088503,0
train,1.345060,0.099874,0
train,1.120247,0.148205,0
train,1.703991,0.051325,0
train,0.828975,0.237602,1
train,0.692342,0.290603,0
train,0.942428,0.198944,0
train,1.136324,0.144190,1
train,1.223002,0.124078,1
train,1.077629,0.159298,0
train,1.255617,0.117157,0
train,0.774538,0.257895,0
train,1.583129,0.064463,0
train,1.125355,0.146920,1
train,1.485189,0.077341,0
train,1.252818,0.117737,1
train,1.287026,0.110810,0
train,1.320930,0.104300,1
train,1.284313,0.111346,0
train,1.342817,0.100278,0
train,1.548746,0.068739,0
train,1.208956,0.127165,0
train,1.362701,0.096745,0
train,1.123079,0.147491,1
train,1.582035,0.064595,0
train,0.947082,0.197464,1
train,1.690282,0.052677,0
train,1.137953,0.143788,0
train,0.720767,0.279018,0
train,1.188431,0.131794,0
train,0.945685,0.197908,0
train,1.402193,0.090056,0
train,0.954213,0.195212,0
train,1.016145,0.176474,0
train,0.583138,0.337619,0
train,1.014308,0.177008,0
train,0.422836,0.412621,0
train,0.674829,0.297881,1
train,1.378124,0.094081,0
train,1.385740,0.092790,1
train,1.277637,0.112675,0
train,0.859907,0.226571,0
train,1.135687,0.144347,0
train,1.148919,0.141107,0
train,0.802491,0.247335,0
train,1.601019,0.062337,0
train,1.413209,0.088266,0
train,1.083711,0.157675,0
train,1.158066,0.138904,0
train,1.212515,0.126376,0
train,0.537480,0.358345,0
train,1.075847,0.159776,0
train,0.945405,0.197996,1
train,0.849514,0.230237,0
train,1.065670,0.162529,0
train,1.689306,0.052775,0
train,1.342253,0.100380,0
