split,hbar_s,pfail,label
train,0.902797,0.222970,1
train,1.424949,0.062290,0
train,0.583793,0.412290,0
train,1.096194,0.143026,0
train,0.759013,0.300373,0
train,0.752043,0.304494,0
train,1.344450,0.076841,0
train,1.221437,0.105142,0
train,1.216079,0.106563,0
train,1.437465,0.060272,0
train,0.859452,0.244720,0
train,1.156879,0.123419,0
train,0.710380,0.329767,0
train,0.995875,0.181048,0
train,0.791436,0.281633,1
train,0.893648,0.227444,0
train,1.117821,0.135757,0
train,0.481801,0.482832,1
train,1.791574,0.023225,0
train,0.397292,0.541930,0
train,0.303615,0.606022,1
train,1.371150,0.071699,0
train,1.206248,0.109215,0
train,1.130854,0.131528,0
train,1.132755,0.130921,0
train,0.844489,0.252553,0
train,0.446236,0.507740,1
train,0.884112,0.232174,0
train,0.545277,0.438666,1
train,1.288804,0.088658,0
train,0.783824,0.285968,0
train,0.478526,0.485123,0
train,0.705376,0.332874,1
train,1.035819,0.165039,0
train,0.596324,0.403808,0
train,0.480001,0.484091,1
train,0.959659,0.196584,1
train,0.960235,0.196330,0
train,0.621876,0.386695,1
train,0.638033,0.376014,1
train,0.954422,0.198912,0
train,0.198362,0.673832,1
train,0.216641,0.662475,0
train,0.526700,0.451523,1
train,0.753949,0.303364,0
train,0.989908,0.183540,0
train,1.513910,0.049222,0
train,1.235947,0.101378,0
train,0.778028,0.289297,1
train,0.841443,0.254167,0
train,0.398862,0.540838,1
train,0.841669,0.254047,0
train,0.720104,0.323773,0
train,0.995223,0.181318,1
train,0.477746,0.485669,0
train,1.083706,0.147369,0
train,1.539733,0.045944,0
train,0.801058,0.276210,0
train,1.030770,0.166998,0
train,1.160565,0.122306,0
train,0.669451,0.355593,1
train,0.950842,0.200516,0
train,0.855667,0.246686,0
train,0.893954,0.227293,0
train,0.502146,0.468613,1
train,0.861030,0.243904,0
train,1.074099,0.150783,0
train,1.503015,0.050671,0
train,1.281672,0.090287,0
train,1.818932,0.021548,0
train,0.504694,0.466836,0
train,1.242544,0.099706,0
train,0.932504,0.208881,1
train,1.835411,0.020596,0
train,0.486266,0.479708,1
train,0.472125,0.489605,1
train,0.580273,0.414681,0
train,0.100000,0.731295,0
train,0.613410,0.392336,1
train,0.508390,0.464258,0
train,0.917677,0.215830,0
train,1.003790,0.177782,0
train,1.694277,0.030285,0
train,1.277691,0.091207,0
train,0.590393,0.407815,1
train,0.445713,0.508106,0
train,1.071364,0.151768,0
train,0.255895,0.637457,1
train,1.674156,0.031985,0
train,1.380748,0.069929,0
train,0.638871,0.375463,1
train,0.100000,0.731295,0
train,1.459243,0.056907,0
train,0.798457,0.277669,0
train,1.407017,0.065290,0
train,0.132508,0.713022,1
train,0.580281,0.414676,1
train,0.852360,0.248412,1
train,0.871141,0.238716,0
train,0.647471,0.369829,1
train,1.130282,0.131711,0
train,0.369571,0.561142,0
train,0.785929,0.284765,1
train,0.904133,0.222323,0
train,1.081497,0.148148,0
train,1.170227,0.119429,0
train,0.343911,0.578764,0
train,0.159649,0.697211,1
train,1.424955,0.062289,0
train,0.999541,0.179529,0
train,0.513181,0.460921,1
train,1.548018,0.044937,0
train,0.902054,0.223332,0
train,1.380684,0.069941,0
train,0.880383,0.234041,0
train,1.777337,0.024148,0
train,1.639903,0.035094,0
train,0.737966,0.312912,0
train,1.287207,0.089021,0
train,1.140419,0.128497,0
train,1.465884,0.055917,0
train,0.415784,0.529041,1
train,1.158723,0.122861,0
train,1.326291,0.080529,0
train,0.100000,0.731295,1
train,0.317534,0.596672,0
train,0.100000,0.731295,0
train,0.728767,0.318481,0
train,1.172894,0.118646,0
train,1.526061,0.047653,0
train,0.883343,0.232558,1
train,1.582877,0.040926,0
train,0.228954,0.654717,0
train,0.100000,0.731295,1
train,0.825004,0.262999,0
train,1.022829,0.170117,0
train,0.835287,0.257451,1
train,0.100000,0.731295,1
train,0.809896,0.271286,1
train,0.262989,0.632851,0
train,1.151353,0.125105,0
train,1.014969,0.173249,0
train,0.427054,0.521166,0
train,0.618760,0.388768,0
train,0.373354,0.558529,1
train,0.821794,0.264745,0
train,1.279814,0.090715,0
train,0.406423,0.535571,0
train,1.076821,0.149809,0
train,0.611384,0.393690,0
train,0.493207,0.474855,1
train,0.801836,0.275774,0
train,0.384141,0.551063,0
train,0.600858,0.400753,1
train,0.310955,0.601100,1
train,1.734126,0.027172,0
train,0.865869,0.241412,0
train,0.535124,0.445684,1
train,0.946291,0.202568,0
train,0.799452,0.277110,0
train,0.750564,0.305373,0
train,1.126375,0.132969,0
train,1.190878,0.113476,0
train,0.611274,0.393764,1
train,0.590882,0.407485,0
train,0.726227,0.320028,0
train,0.100000,0.731295,0
train,0.168164,0.692150,1
train,1.465093,0.056034,0
train,1.590235,0.040125,0
train,0.737934,0.312931,0
train,1.109451,0.138532,0
train,0.990063,0.183475,0
train,2.235496,0.006807,0
train,1.353809,0.075001,0
train,0.792437,0.281066,1
train,0.420007,0.526092,0
train,0.127099,0.716113,1
train,0.941559,0.204719,0
train,0.509642,0.463386,1
train,0.209986,0.666633,1
train,0.559042,0.429192,0
train,0.363303,0.565462,1
train,1.609214,0.038126,0
train,1.246738,0.098656,1
train,0.846412,0.251537,0
train,1.515975,0.048952,0
train,0.884816,0.231822,0
train,0.462422,0.496401,0
train,1.535406,0.046479,0
train,1.092510,0.144296,0
train,0.383239,0.551688,0
train,0.764348,0.297242,1
train,0.455972,0.500920,1
train,0.227740,0.655486,1
train,1.266780,0.093773,0
train,1.709237,0.029077,0
train,0.220645,0.659962,1
train,1.103336,0.140590,0
train,0.557211,0.430449,0
train,0.630794,0.380785,0
train,0.583423,0.412541,1
train,0.461204,0.497254,0
train,0.871835,0.238363,0
train,0.476072,0.486841,0
train,0.971706,0.191307,0
train,0.827393,0.261703,1
train,0.742473,0.310203,0
train,0.441596,0.510989,1
train,0.590453,0.407775,1
train,1.189926,0.113745,0
train,1.075413,0.150313,0
train,0.410100,0.533008,1
train,0.894700,0.226927,0
train,1.188124,0.114255,1
train,0.100000,0.731295,1
train,1.094512,0.143604,0
train,0.551819,0.434157,1
train,1.106769,0.139431,0
train,0.506533,0.465553,0
train,0.100000,0.731295,1
train,0.117606,0.721490,0
train,0.871638,0.238463,1
train,0.966875,0.193410,1
train,0.443058,0.509966,1
train,1.137367,0.129458,0
train,0.102316,0.730018,0
train,0.820264,0.265581,1
train,0.305043,0.605066,0
train,0.556674,0.430818,0
train,0.871329,0.238620,0
train,0.462814,0.496126,0
train,0.676950,0.350792,1
train,1.302832,0.085533,0
train,0.590399,0.407812,0
train,1.226061,0.103929,0
train,0.341632,0.580320,1
train,1.088412,0.145719,0
train,1.498706,0.051255,0
train,0.100000,0.731295,1
train,0.491397,0.476120,1
train,1.109682,0.138455,0
train,0.758630,0.300599,1
train,1.017016,0.172429,1
train,0.578207,0.416088,0
train,0.888965,0.229758,0
train,0.779945,0.288193,0
train,1.375502,0.070891,0
train,0.964489,0.194455,0
train,1.001921,0.178549,1
train,0.664655,0.358678,0
train,0.630577,0.380928,0
train,0.655349,0.364699,0
train,1.027503,0.168276,0
train,0.660557,0.361324,0
train,0.980399,0.187567,0
train,1.783930,0.023716,0
train,1.242006,0.099841,0
train,0.703289,0.334174,0
train,1.390546,0.068164,0
train,0.666366,0.357576,0
train,0.100000,0.731295,1
train,0.396361,0.542577,0
train,0.100000,0.731295,0
train,0.691819,0.341363,0
train,0.858288,0.245323,0
train,1.604397,0.038624,0
train,0.997117,0.180532,0
train,0.751405,0.304873,0
train,1.223233,0.104670,0
train,0.100000,0.731295,1
train,0.956027,0.198197,0
train,1.196889,0.111793,0
train,0.184636,0.682228,0
train,1.364689,0.072913,0
train,1.002323,0.178384,1
train,0.663120,0.359668,1
train,1.134752,0.130286,0
train,1.871812,0.018636,0
train,0.931840,0.209189,1
train,0.961699,0.195683,0
train,0.643288,0.372565,0
train,0.467570,0.492795,0
train,1.223651,0.104560,0
train,0.464762,0.494762,0
train,0.882205,0.233128,0
train,0.635054,0.377974,0
train,1.065541,0.153880,0
train,1.000148,0.179279,1
train,1.316893,0.082501,0
train,0.620493,0.387615,0
train,0.728556,0.318609,0
train,0.409556,0.533387,1
train,0.650068,0.368135,1
train,1.019785,0.171325,0
train,1.190645,0.113542,0
train,0.435026,0.515589,1
train,1.241323,0.100014,0
train,1.460037,0.056788,0
train,1.036046,0.164952,0
train,1.694558,0.030261,0
train,0.501795,0.468858,0
train,0.289905,0.615156,0
train,0.100000,0.731295,0
train,1.523220,0.048016,0
train,1.144465,0.127233,0
train,0.824987,0.263008,0
train,0.975986,0.189459,0
train,0.343530,0.579024,1
train,1.950588,0.015000,0
train,0.908150,0.220383,0
train,0.899228,0.224708,0
train,1.176595,0.117565,0
train,1.066454,0.153547,1
train,0.950748,0.200558,0
train,0.494286,0.474101,1
train,1.062161,0.155117,0
train,1.696911,0.030069,0
train,1.455439,0.057482,0
train,1.566934,0.042716,0
train,0.619953,0.387974,0
train,0.404678,0.536788,1
train,0.793396,0.280523,0
train,0.875076,0.236718,0
train,1.342386,0.077252,0
train,0.100000,0.731295,0
train,1.538298,0.046121,0
train,0.778896,0.288796,0
train,0.657904,0.363042,0
train,0.394553,0.543835,1
train,0.105314,0.728358,1
train,1.220427,0.105409,0
train,0.882993,0.232733,0
train,0.269518,0.628590,1
train,0.267215,0.630095,1
train,0.698897,0.336918,1
train,1.601060,0.038972,0
train,0.733184,0.315800,0
train,0.173586,0.688903,0
train,0.739416,0.312039,1
train,0.727274,0.319389,0
train,0.100000,0.731295,1
train,0.825567,0.262692,0
train,0.746079,0.308045,1
train,1.163293,0.121488,0
train,1.682030,0.031309,0
train,1.356954,0.074392,0
train,0.729000,0.318339,0
train,0.352063,0.573185,1
train,2.008012,0.012799,0
train,0.876648,0.235923,1
train,0.856268,0.246373,0
train,0.839144,0.255391,1
train,0.939138,0.205825,1
train,0.785038,0.285274,1
train,0.591852,0.406828,0
train,0.603913,0.398698,1
train,0.835261,0.257465,0
train,0.605459,0.397661,1
train,0.529219,0.449775,0
train,0.897894,0.225360,0
train,0.735260,0.314544,0
train,1.526797,0.047560,0
train,0.100000,0.731295,1
train,1.341178,0.077494,0
train,1.410738,0.064657,0
train,0.100000,0.731295,0
train,0.695791,0.338865,0
train,0.682852,0.347035,0
train,0.216620,0.662489,1
train,0.499982,0.470123,0
train,0.350241,0.574434,1
train,1.638522,0.035225,0
train,1.271055,0.092760,0
train,1.422200,0.062741,0
train,1.174752,0.118102,0
train,0.341927,0.580119,1
train,0.613966,0.391965,0
train,1.070219,0.152181,0
train,0.300042,0.608410,1
train,1.170849,0.119246,0
train,0.741854,0.310575,0
train,0.681331,0.348002,0
train,1.169932,0.119516,0
train,1.049918,0.159667,1
train,0.687565,0.344048,1
train,1.371698,0.071597,0
train,0.363522,0.565312,1
train,1.127171,0.132712,0
train,1.116896,0.136061,0
train,0.710704,0.329567,1
train,0.996760,0.180680,0
train,0.286999,0.617083,1
train,1.265812,0.094004,0
train,0.766794,0.295811,0
train,0.614775,0.391425,1
train,1.322054,0.081413,0
train,0.533045,0.447123,1
train,0.216192,0.662756,1
train,0.149517,0.703171,0
train,1.122704,0.134159,0
train,0.273807,0.625779,1
train,1.639657,0.035117,0
train,0.100000,0.731295,0
train,1.613405,0.037697,0
train,0.944958,0.203172,0
train,0.806479,0.273183,1
train,0.604786,0.398112,0
train,1.029611,0.167451,0
train,0.833064,0.258644,0
train,1.346486,0.076437,0
train,0.901402,0.223648,1
train,0.917636,0.215849,0
train,0.686375,0.344802,0
train,0.824374,0.263340,0
train,0.988511,0.184127,0
train,0.100000,0.731295,0
train,0.243317,0.645563,1
train,1.184469,0.115296,0
train,0.926889,0.211493,0
train,0.767207,0.295570,0
train,0.858295,0.245319,1
train,1.006412,0.176711,1
train,0.607108,0.396554,1
train,0.499763,0.470276,0
train,0.938130,0.206287,0
train,0.409732,0.533264,0
train,1.033714,0.165854,0
train,0.100000,0.731295,1
train,1.313120,0.083305,0
train,1.062669,0.154931,1
train,0.965213,0.194138,0
train,1.292211,0.087890,0
train,1.599464,0.039140,0
train,1.306467,0.084740,0
train,0.100000,0.731295,0
train,0.274190,0.625527,1
train,0.568832,0.422484,0
train,0.861741,0.243536,1
train,1.082947,0.147636,0
train,0.523415,0.453803,1
train,0.934045,0.208168,1
train,0.510078,0.463082,0
train,0.574817,0.418397,1
train,0.217003,0.662249,1
train,0.434545,0.515925,1
train,0.241742,0.646572,0
train,0.410857,0.532480,1
train,1.324139,0.080977,1
train,0.422771,0.524160,0
train,2.034572,0.011892,0
train,1.071993,0.151541,0
train,0.933176,0.208570,0
train,0.463739,0.495478,1
train,1.165139,0.120937,0
train,0.590963,0.407430,0
train,0.904904,0.221949,0
train,2.002038,0.013012,0
train,0.806773,0.273020,0
train,1.367173,0.072444,0
train,0.533571,0.446759,0
train,0.834255,0.258004,0
train,1.646860,0.034440,0
train,0.567865,0.423146,0
train,1.665602,0.032736,0
train,1.168488,0.119943,0
train,0.596890,0.403426,1
train,1.134583,0.130339,0
train,1.287650,0.088920,0
train,1.129814,0.131862,0
train,0.143399,0.706737,0
train,0.522788,0.454239,1
train,0.738617,0.312520,1
train,0.816505,0.267641,1
train,1.129302,0.132026,0
train,0.929965,0.210059,0
train,0.249095,0.641849,0
train,1.021089,0.170806,0
train,1.124764,0.133490,0
train,1.101906,0.141075,0
train,1.336351,0.078467,0
train,1.225265,0.104137,0
train,1.056631,0.157159,0
train,0.818425,0.266587,1
train,0.102568,0.729879,0
train,1.043328,0.162160,0
train,0.943459,0.203853,0
train,0.972210,0.191089,1
train,0.275463,0.624692,0
train,0.363525,0.565310,0
train,1.323919,0.081023,0
train,0.832200,0.259108,0
train,1.156675,0.123481,0
train,0.862743,0.243019,0
train,0.863390,0.242686,0
train,1.272228,0.092484,0
train,0.617780,0.389421,0
train,0.893254,0.227638,0
train,0.641976,0.373425,0
train,0.654477,0.365266,1
train,0.710873,0.329462,0
train,0.949960,0.200912,0
train,0.634563,0.378298,0
train,1.415090,0.063923,0
train,0.447427,0.506906,1
train,0.765908,0.296329,1
train,0.652121,0.366797,1
train,1.501140,0.050924,0
train,0.938450,0.206141,0
train,1.314330,0.083046,0
train,0.181498,0.684132,1
train,0.970173,0.191973,1
train,1.250334,0.097764,0
train,0.887028,0.230720,0
train,1.329466,0.079873,0
train,0.617220,0.389794,0
train,1.484206,0.053267,0
train,1.884504,0.017996,0
train,0.686723,0.344581,0
train,0.649524,0.368489,0
train,1.504023,0.050535,0
train,1.560807,0.043424,0
train,0.614713,0.391466,1
train,0.660916,0.361092,1
train,0.723197,0.321878,0
train,0.244997,0.644485,1
train,0.436607,0.514482,0
train,0.398137,0.541342,1
train,0.504491,0.466977,0
train,0.834392,0.257931,0
train,0.955397,0.198478,0
train,1.547725,0.044972,0
train,0.400741,0.539530,0
train,1.292945,0.087725,0
train,0.753705,0.303509,0
train,0.827741,0.261514,0
train,1.153669,0.124396,0
train,0.344775,0.578174,1
train,1.022084,0.170412,1
train,0.924903,0.212422,1
train,1.071603,0.151681,0
train,0.980126,0.187683,1
train,1.954885,0.014823,1
train,0.563017,0.426465,1
train,0.611051,0.393913,1
train,0.569587,0.421968,0
train,0.600035,0.401307,1
train,0.563176,0.426356,0
train,1.385057,0.069148,0
train,1.489227,0.052562,1
train,0.593164,0.405941,0
train,0.475440,0.487284,1
train,1.062137,0.155126,0
train,0.601500,0.400321,1
train,1.134819,0.130264,1
train,0.941315,0.204830,0
train,0.167915,0.692298,1
train,1.546377,0.045135,0
train,1.658145,0.033404,0
train,0.574245,0.418787,0
train,0.675534,0.351696,0
train,0.978639,0.188319,0
train,1.000506,0.179132,0
train,1.146345,0.126649,0
train,1.754592,0.025696,0
train,0.770374,0.293726,0
train,0.490766,0.476561,0
train,0.229306,0.654494,0
train,0.521081,0.455425,1
train,0.835093,0.257555,1
train,1.657551,0.033457,0
train,0.617075,0.389890,1
train,0.950705,0.200578,0
train,0.842610,0.253548,0
train,1.384777,0.069198,0
train,1.987120,0.013560,0
train,0.611109,0.393874,1
train,0.629752,0.381474,1
train,1.319872,0.081871,1
train,1.156851,0.123428,0
train,1.681018,0.031395,0
train,1.112768,0.137427,0
train,0.688319,0.343572,0
train,1.115795,0.136424,0
train,1.348917,0.075958,0
train,1.219217,0.105729,1
train,1.078273,0.149292,1
train,1.330004,0.079762,0
train,1.376183,0.070766,0
train,1.471972,0.055023,0
train,1.141919,0.128027,1
train,0.774797,0.291161,1
train,0.916021,0.216616,0
train,1.392929,0.067741,0
train,0.482379,0.482427,1
train,1.015903,0.172875,0
train,0.672998,0.353319,0
train,0.862935,0.242920,0
train,1.425303,0.062232,0
train,0.935995,0.207269,0
train,0.870896,0.238841,0
train,0.238065,0.648923,0
train,1.185814,0.114912,0
train,1.140468,0.128481,0
train,1.823465,0.021282,0
train,0.711500,0.329074,1
train,0.948618,0.201517,0
train,0.962223,0.195452,0
train,1.559854,0.043535,0
train,0.807117,0.272829,0
train,0.975560,0.189642,0
train,1.123553,0.133883,0
train,0.933974,0.208201,0
train,0.649105,0.368763,0
train,0.937340,0.206650,0
train,1.333134,0.079121,0
train,0.388068,0.548339,1
train,0.909836,0.219572,0
train,0.534946,0.445807,1
train,1.387771,0.068660,0
train,0.164566,0.694294,0
train,0.598485,0.402351,1
train,1.019745,0.171340,0
train,1.554486,0.044166,0
train,0.820412,0.265500,0
train,0.600160,0.401223,0
train,1.696521,0.030100,0
train,0.198394,0.673812,1
train,0.100000,0.731295,0
train,1.048007,0.160387,0
train,0.624076,0.385234,1
train,0.390445,0.546689,0
train,1.168760,0.119862,0
train,0.959710,0.196562,0
train,0.596165,0.403915,0
train,0.273863,0.625742,1
train,1.242606,0.099690,0
train,1.142591,0.127817,0
train,0.805371,0.273800,0
train,1.680987,0.031398,0
train,0.368462,0.561907,0
train,0.163514,0.694919,0
train,0.538641,0.443250,0
train,0.829486,0.260571,1
train,0.959503,0.196654,1
train,0.741444,0.310821,0
train,1.008425,0.175892,0
train,0.286807,0.617209,1
train,1.499694,0.051121,0
train,0.813032,0.269553,1
train,1.352783,0.075201,0
train,1.004226,0.177603,1
train,1.055539,0.157565,0
train,1.106395,0.139557,1
train,1.051469,0.159085,0
train,1.139225,0.128872,0
train,1.448119,0.058604,0
train,0.938435,0.206148,0
train,1.169052,0.119776,0
train,0.809619,0.271440,1
train,1.498053,0.051344,0
train,0.545623,0.438427,1
train,1.660423,0.033198,0
train,0.831929,0.259254,0
train,0.206151,0.669016,1
train,0.907647,0.220625,0
train,0.543527,0.439874,0
train,1.228290,0.103349,0
train,0.556319,0.431062,0
train,0.649217,0.368689,0
train,0.100000,0.731295,1
train,0.646462,0.370488,0
train,0.100000,0.731295,1
train,0.137244,0.710299,0
train,1.192187,0.113108,0
train,1.203610,0.109936,1
train,1.041456,0.162874,0
train,0.414861,0.529686,1
train,0.828530,0.261088,1
train,0.848379,0.250500,0
train,0.328736,0.589095,1
train,1.526529,0.047594,0
train,1.244813,0.099137,0
train,0.750566,0.305371,0
train,0.862099,0.243352,0
train,0.943772,0.203711,0
train,0.100000,0.731295,1
train,0.738770,0.312428,0
train,0.543107,0.440164,1
train,0.399271,0.540553,1
train,0.723505,0.321690,0
train,1.658959,0.033330,0
train,1.138379,0.129138,0
